filename,fold,true_label,pred_label,true_probability,pred_probability,confidence,margin,is_error
02122.jpg,3,乱堆,乱堆,0.4601622223854065,0.4601622223854065,0.4601622223854065,0.16080203652381897,False
00020.jpg,3,有漂浮物,乱占,0.27625134587287903,0.5198994278907776,0.5198994278907776,0.24364808201789856,True
02061.jpg,2,乱堆,乱堆,0.6004545092582703,0.6004545092582703,0.6004545092582703,0.29771509766578674,False
02124.jpg,1,乱采,乱采,0.6526600122451782,0.6526600122451782,0.6526600122451782,0.41244255006313324,False
02073.jpg,2,乱占,乱占,0.7023683190345764,0.7023683190345764,0.7023683190345764,0.5772374272346497,False
02090.jpg,0,乱占,乱占,0.7297203540802002,0.7297203540802002,0.7297203540802002,0.4687671661376953,False
02060.jpg,1,乱堆,乱堆,0.7459418177604675,0.7459418177604675,0.7459418177604675,0.5106470733880997,False
00779.jpg,0,有漂浮物,有漂浮物,0.749495267868042,0.749495267868042,0.749495267868042,0.5122701823711395,False
02489.jpg,3,乱建,有漂浮物,0.14298489689826965,0.753589928150177,0.753589928150177,0.6106050312519073,True
02138.jpg,0,乱堆,乱堆,0.7659466862678528,0.7659466862678528,0.7659466862678528,0.5406361222267151,False
02086.jpg,0,乱占,乱占,0.7741653323173523,0.7741653323173523,0.7741653323173523,0.5616919547319412,False
00633.jpg,0,有漂浮物,有漂浮物,0.7747334837913513,0.7747334837913513,0.7747334837913513,0.553633987903595,False
02056.jpg,1,乱采,乱采,0.7802644968032837,0.7802644968032837,0.7802644968032837,0.6752841025590897,False
02136.jpg,2,乱占,乱占,0.7943831086158752,0.7943831086158752,0.7943831086158752,0.6490780413150787,False
00756.jpg,3,有漂浮物,有漂浮物,0.8023764491081238,0.8023764491081238,0.8023764491081238,0.6563598215579987,False
02093.jpg,3,乱采,乱采,0.8040540218353271,0.8040540218353271,0.8040540218353271,0.7060816064476967,False
00086.jpg,0,有漂浮物,有漂浮物,0.8106648921966553,0.8106648921966553,0.8106648921966553,0.634143739938736,False
02077.jpg,2,乱占,乱占,0.8109530806541443,0.8109530806541443,0.8109530806541443,0.623530387878418,False
02062.jpg,3,乱占,有漂浮物,0.14055266976356506,0.8151684999465942,0.8151684999465942,0.6746158301830292,True
02089.jpg,3,乱占,有漂浮物,0.16680340468883514,0.817834198474884,0.817834198474884,0.6510307937860489,True
02045.jpg,2,乱占,乱占,0.8243810534477234,0.8243810534477234,0.8243810534477234,0.7452096417546272,False
02088.jpg,2,乱占,乱占,0.8291941285133362,0.8291941285133362,0.8291941285133362,0.7150963470339775,False
00114.jpg,3,正常,有漂浮物,0.02587725967168808,0.8331868052482605,0.8331868052482605,0.7027660757303238,True
02085.jpg,0,乱占,有漂浮物,0.15167319774627686,0.8393818140029907,0.8393818140029907,0.6877086162567139,True
02091.jpg,1,乱占,乱占,0.8465138673782349,0.8465138673782349,0.8465138673782349,0.6995553970336914,False
02094.jpg,0,乱采,乱采,0.8799764513969421,0.8799764513969421,0.8799764513969421,0.7620419412851334,False
00098.jpg,2,有漂浮物,有漂浮物,0.8867762684822083,0.8867762684822083,0.8867762684822083,0.788681648671627,False
02092.jpg,2,乱采,乱采,0.8948517441749573,0.8948517441749573,0.8948517441749573,0.8376353085041046,False
02082.jpg,3,乱占,乱占,0.8956058621406555,0.8956058621406555,0.8956058621406555,0.7943335622549057,False
00498.jpg,0,有漂浮物,有漂浮物,0.897280216217041,0.897280216217041,0.897280216217041,0.8208797127008438,False
00125.jpg,0,有漂浮物,有漂浮物,0.9003708958625793,0.9003708958625793,0.9003708958625793,0.8471377231180668,False
02055.jpg,1,乱采,乱采,0.9112449884414673,0.9112449884414673,0.9112449884414673,0.8450409471988678,False
00144.jpg,2,有漂浮物,有漂浮物,0.9157387018203735,0.9157387018203735,0.9157387018203735,0.8596528060734272,False
02074.jpg,3,乱占,乱占,0.917474091053009,0.917474091053009,0.917474091053009,0.8356450498104095,False
02053.jpg,0,乱采,乱采,0.9226198196411133,0.9226198196411133,0.9226198196411133,0.8535291031002998,False
02139.jpg,1,乱堆,乱堆,0.9237604737281799,0.9237604737281799,0.9237604737281799,0.851335272192955,False
02044.jpg,2,乱占,有漂浮物,0.06498420983552933,0.9242008328437805,0.9242008328437805,0.8592166230082512,True
00781.jpg,0,有漂浮物,有漂浮物,0.9272929430007935,0.9272929430007935,0.9272929430007935,0.8599723130464554,False
02075.jpg,0,乱占,乱占,0.9300834536552429,0.9300834536552429,0.9300834536552429,0.8697625584900379,False
00546.jpg,0,有漂浮物,有漂浮物,0.9335198998451233,0.9335198998451233,0.9335198998451233,0.9012631326913834,False
02054.jpg,0,乱采,乱采,0.9373688697814941,0.9373688697814941,0.9373688697814941,0.8965640775859356,False
02129.jpg,1,乱占,乱占,0.9408438801765442,0.9408438801765442,0.9408438801765442,0.9040772840380669,False
00586.jpg,0,有漂浮物,有漂浮物,0.941912829875946,0.941912829875946,0.941912829875946,0.8866906389594078,False
02128.jpg,3,乱占,乱占,0.9427231550216675,0.9427231550216675,0.9427231550216675,0.893514234572649,False
00092.jpg,2,有漂浮物,有漂浮物,0.9435901641845703,0.9435901641845703,0.9435901641845703,0.8963326178491116,False
02101.jpg,1,乱堆,乱堆,0.9481984376907349,0.9481984376907349,0.9481984376907349,0.9171326607465744,False
02067.jpg,0,乱采,乱采,0.9508641362190247,0.9508641362190247,0.9508641362190247,0.9173272959887981,False
02126.jpg,3,乱采,乱采,0.9544209241867065,0.9544209241867065,0.9544209241867065,0.9302221946418285,False
00106.jpg,2,有漂浮物,有漂浮物,0.95561683177948,0.95561683177948,0.95561683177948,0.9132593050599098,False
02063.jpg,0,乱采,乱采,0.9567692279815674,0.9567692279815674,0.9567692279815674,0.9320566542446613,False
00956.jpg,1,有漂浮物,有漂浮物,0.9581723213195801,0.9581723213195801,0.9581723213195801,0.9315947759896517,False
02058.jpg,3,乱占,乱占,0.9590743184089661,0.9590743184089661,0.9590743184089661,0.9296279642730951,False
