ndwi,mndwi,turbidity_index,chlorophyll_index,ph,temperature,rainfall_7d,upstream_landuse,anomaly_flag
-0.008584876073670603,-0.053779974059021456,5.217000950208577,8.269370300554083,7.766881843739639,22.88138517864093,19.539395241704355,0.7104404719443442,0
-0.4119952318721487,-0.4785830029841923,7.668576779147196,7.194583986603276,8.489074530088752,26.49561741999556,64.47722221385621,0.2163231800805275,1
0.12513535874193715,0.16853634108694784,5.280351956486792,11.381870847541832,8.472663487797671,14.638646920831569,31.38663808234943,0.6942616727014965,0
0.18216941491736413,0.20735485644686463,17.172323686430087,10.007818011591548,7.1392345387839065,20.573509188062253,126.4186414386957,0.31817555375937406,1
-0.6853105565961509,-0.8257897113571837,10.568442853521873,1.6604501377774334,7.6552139595951925,26.145766476895602,66.39649446211862,0.2545332621134735,1
-0.4906538520586954,-0.3783860266023215,3.726551745905429,9.704804791645794,6.008718374278285,22.32800074171297,40.99563881085439,0.3098526218917844,1
-0.0616478790498144,-0.07106733658489772,3.703149003512965,4.473899032712721,7.579274406817543,29.3366690603874,25.698779564937787,0.8580369034139754,1
-0.19487277770307465,-0.3059658872246467,5.940646891222993,3.629647838109449,6.864808457734465,14.120383209065409,66.4466374428631,0.7628010484392415,0
-0.10504034725128665,0.01383806418410076,2.710650090032732,6.724538474550329,7.350894059231587,13.549991160269334,13.803887531976821,0.7261690603646542,0
-0.355913178272074,-0.29334562111245865,9.022964908783255,9.074656738846206,6.151702508146644,25.84843258311359,2.465978170261863,0.41868643789829374,1
0.16381939245884855,0.03736519326405713,5.567579019847548,3.253179074008291,7.823897829375261,26.329036074663875,3.116117411699632,0.5574989571834926,0
0.13333758062868448,0.3110558646544569,5.227197828885289,10.509590366438582,6.142745043539514,21.033749965840833,57.42525311438912,0.7083566899582786,0
-0.0801907907316352,-0.014311053895015913,6.767773806110692,10.822955890442437,7.618627685433269,24.001972000228623,19.06406953112474,0.5755225676837574,1
0.23817236209040984,0.23715275052790524,12.600014062414282,7.564665263035792,6.51879552558196,25.726034888157034,29.97418542230927,0.27199099629886203,1
0.04025280267561368,0.19927468323779163,4.9657940355802355,4.788361015358908,6.820287171891293,17.930683970741267,5.784087235953183,0.35802884077220554,0
-0.3577877388649715,-0.34185796048200745,4.187801009683268,4.528138817044097,8.42378568203613,18.465758124753503,14.262201946002111,0.594336086165655,0
0.010625235224749646,0.007816927714346448,11.080998271800269,12.341481472762474,7.9703343567308975,22.948630895993183,94.58865688429846,0.739744024189044,1
-0.38766478024869966,-0.45369479185089856,8.0087144061795,3.4708122929527514,8.419362510136434,26.5204447994686,22.20528430170709,0.7682627020545406,1
0.16353509039218175,0.22172013432288962,3.6965948894663185,12.581597498969542,8.747781706001032,16.170215368210076,11.341619978633199,0.3380393519102723,0
-0.11497777329587587,-0.06731747656347788,4.4956572227591,6.8032498724646135,6.881729034288188,21.010261840324905,2.102474617378969,0.032590571394656515,0
-0.15545870906357817,-0.15399069507460705,5.039105315519355,7.043341836182287,8.699177329952697,20.778816841477806,10.33955332654382,0.4770071586360163,1
-0.3042788633211824,-0.3832774987079427,5.5682886733763794,3.145447430532576,6.327595475056879,24.08979552521382,28.058070922206706,0.2634913474802441,0
0.2667624016022091,0.27975538701881647,1.985836209048231,6.866411903009704,8.096880267635923,21.95650814995583,23.10963630698375,0.6822731488608249,0
-0.14635884462064064,-0.15333872319685443,1.7762585879939292,10.042165296628678,7.105329828320023,19.270582080985704,18.52307026663861,0.7664569744483422,0
-0.22849834664893218,-0.3618457785223523,2.631531475525085,3.787836289019431,6.755759885888547,28.24282890378703,61.411354683684365,0.45711203216390683,1
-0.20564006514646888,-0.3528213002788875,2.5121951537753726,9.481266777193074,7.991575893843554,19.303712591895902,19.044650856223647,0.3734106024588948,0
0.0596927556660046,0.11620809354698156,3.045623346228708,7.725342256411918,8.25596122013537,20.53951818489273,5.7876855105064,0.6640117748683639,0
0.009633219309223492,-0.2505556121959454,6.5589228203233185,5.355489946993123,8.232214709317235,14.042511820401883,10.786551605210352,0.4654058298332645,0
